Gene,Adult.CD14+.DC,Adult.cDC1,Adult.cDC2,Fetal.CD14+.DC,Fetal.cDC1,Fetal.cDC2
C11ORF41,0.8143821774,0.7586443729,1.252329694,-0.8508691805,-0.9513417875,-0.7586443729
C11ORF53,2.0750459657,0.1170758676,1.4188953178,-0.3724179681,-0.1215585028,-0.1170758676
C11ORF68,0.9280102693,0.8667910679,1.0314047571,-0.8667910679,-0.875010352,-0.901273566
C11ORF74,-0.4636013801,-0.6903756075,-0.3964039093,1.6191293552,0.3964039093,1.3965073496
C11ORF80,-0.3197910853,1.5469033611,1.2666154597,-0.7639422594,0.3197910853,-0.7151380904
C11ORF82,-0.9017010482,-0.7481251405,-1.0253047459,0.7975135924,1.1749979339,0.7481251405
C12ORF11,-0.3971607145,-0.6694011635,-0.6854973998,1.8497030351,0.3971607145,0.7866414359
C12ORF34,-0.8166921782,-0.8787102245,-0.4944499469,1.5640229575,0.8426579595,0.4944499469
C12ORF35,-1.0687000343,-1.2962463881,-0.5573509785,1.1329338493,0.5573509785,0.5852540497
C12ORF48,-0.4748226923,-0.7305076628,-1.0414382302,0.4748226923,0.5853419093,1.6184267425
C12ORF57,0.9860651988,1.036984023,0.4299684249,-0.4299684249,-1.2293384066,-1.0399152463
C12ORF76,-0.4990934279,-0.5019778321,-0.4326916473,0.5991514901,0.4326916473,2.0544149429
C13ORF28,-0.6302893949,-1.4166474175,-0.449552424,0.796041902,1.2481863331,0.449552424
C14ORF135,-1.4631097216,-0.4143928198,-0.9677061075,1.0171662177,0.7818634899,0.4143928198
C14ORF166,-0.6862081804,0.3915076076,-0.7163342401,-0.3915076076,1.499903789,1.3438339978
C14ORF179,0.5372028249,1.1496529529,1.208116453,-0.5372028249,-0.9791753147,-0.8536521627
C14ORF2,-1.5248722425,-0.3654223752,-0.9596973671,0.8215498167,0.3654223752,0.9471748259
C14ORF4,-0.0442116621,-1.2415687504,-0.7157149888,1.3026884535,0.0442116621,1.1329091945
C14ORF43,-1.2439751277,-0.0825655355,-0.7884545125,0.5974390591,1.5694945099,0.0825655355
C15ORF21,1.5626734565,0.0404327232,1.7427457999,-0.0404327232,-0.6315679568,-0.2766264659
C15ORF29,0.7329730033,1.3534187298,0.6996036527,-1.0611311909,-0.7349586626,-0.6996036527
C15ORF42,-0.3359657896,-0.7306751279,-1.1012867413,0.3359657896,0.6956049459,1.6063906948
C15ORF48,1.5421613715,0.2408338741,1.5461543559,-0.4514700404,-0.722547151,-0.2408338741
C16ORF13,1.4964304885,0.4705730708,1.1039382996,-0.5418691782,-0.4705730708,-0.9967033937
C16ORF45,0.4141435025,0.4658756106,1.9344958967,-0.6054656589,-0.4141435025,-0.7229086195
C16ORF48,1.9389812205,0.473641741,0.6181913108,-0.473641741,-0.5824111289,-0.6151479889
C16ORF79,0.3490655319,0.9242425942,1.253016393,-1.1549266053,-0.3490655319,-0.9991327713
C16ORF86,0.6592502017,1.4545971266,0.9573356089,-0.751516741,-0.8089967724,-0.6592502017
C16ORF87,-0.5991643499,-0.4408067337,-1.2015041013,0.4408067337,1.4871518073,0.797626977
C16ORF88,-1.7373765535,-0.3967404481,-1.0789315278,0.6617610633,0.6607555829,0.3967404481
C17ORF45,-1.3593494567,-0.5313762349,-1.0093080269,0.5313762349,0.7348742475,1.0425735518
C17ORF47,-0.0982960719,-0.6880565294,-1.2477893127,0.0982960719,0.4679055439,1.6544293799
C17ORF49,0.0388694752,0.7754427436,1.5010882221,-1.0437735635,-1.0294779578,-0.0388694752
C17ORF51,-1.2341746209,-0.4313192682,-0.8633181312,1.2795059313,0.8499748811,0.4313192682
C17ORF54,1.226166008,0.3742431216,1.2689948854,-1.0628762862,-0.3742431216,-0.7450283647
C17ORF62,0.8480953782,0.284532981,1.2775892055,-0.284532981,-0.7653265981,-1.3787361996
C17ORF76,-1.0476720612,-0.703943873,-0.5429808105,0.5429808105,1.5850802977,0.5768638928
C17ORF81,0.2651862047,1.6023159892,0.4078348098,-1.3245321723,-0.2651862047,-0.6100597038
C17ORF90,0.78049748,0.1659607531,0.4736432184,-0.1659607531,-1.5321474883,-1.5168534805
C18ORF55,-0.2969126921,-1.0783899311,-0.9867689333,0.9032105938,1.3705888169,0.2969126921
C19ORF12,0.6780654007,0.7328413667,1.1942916338,-0.8609197302,-1.1738024131,-0.6780654007
C19ORF25,1.6072855227,0.1483522878,1.7708486524,-0.1483522878,-0.4776293978,-0.3306134326
C19ORF28,1.2218986461,0.0192834672,1.7724219968,-0.3338901074,-0.883047434,-0.0192834672
C19ORF29OS,-0.179474312,-1.7389759399,-1.2056166039,0.8242928004,0.4777414532,0.179474312
C19ORF34,1.2068608353,0.2776749321,1.1527588143,-0.4508124679,-1.3797961907,-0.2776749321
C19ORF36,0.5357114615,1.8933133392,0.63444886,-0.5357114615,-0.5923173801,-0.6152374227
C19ORF43,0.2148407011,1.6046949175,0.8412468239,-1.1382612597,-0.2148407011,-0.6360018044
C19ORF6,0.6235381573,0.6039221292,1.5929509074,-0.9420529931,-0.7135986028,-0.6039221292
C19ORF66,0.6925490615,0.5520190563,0.4460516028,-0.4460516028,-1.806099878,-0.9740210438
C1ORF112,-0.7293911667,-0.3727430193,-1.0254909134,1.522926699,0.9515691183,0.3727430193
C1ORF201,-1.1784089064,-1.3935029636,-0.6627136642,0.6627136642,0.7515926218,0.6687637849
C1ORF204,-0.843152694,-0.2202127212,-0.8200512818,1.8391208576,0.2202127212,0.4500751196
C1ORF21,0.4236588271,1.6753909779,0.4667337112,-0.6508883704,-0.4236588271,-1.103474217
C1ORF210,-0.4849905807,-0.9864620397,-0.2786940201,1.3557099935,0.2786940201,1.4469803473
C1ORF38,1.0789339689,0.2158525323,1.5401404938,-0.2158525323,-0.9209307724,-0.8089228872
C1ORF62,-0.8616763668,-0.5957973441,-0.6252562357,0.5957973441,1.5771875028,0.9151986593
C1ORF63,0.2933224777,1.5068685264,1.2428605223,-0.7746760883,-0.2933224777,-0.8012900115
C1ORF84,-0.2137935661,-1.0786737824,-0.768843704,0.2137935661,1.1416069632,1.3886501713
C1ORF87,-0.6898213184,-1.2378007765,-0.885383328,0.6898213184,1.1252235424,0.6939149556
C1ORF95,-0.5639813753,-1.4510508317,-0.6130411537,0.5639813753,0.7786524065,1.1314307725
C1QTNF1,2.0713647699,-0.0595271179,1.3477590134,0.0595271179,-0.3358330172,-0.2829812749
C1QTNF4,1.194877041,0.2962626967,0.9603847536,-1.5412047917,-0.2962626967,-0.3347750525
C1QTNF7,-0.4668800446,-0.6858103509,-1.4481389461,0.4668800446,1.3220873852,0.5133607325
C1R,-0.1530063462,-1.2517896993,-1.314009698,1.0152274331,0.1530063462,0.8438771777
C20ORF127,1.8678870511,0.0706539506,1.5868828905,-0.0706539506,-0.3879948612,-0.3118251141
C20ORF195,1.0073300371,0.1372526021,2.2967191651,-0.2412265207,-0.1547766193,-0.1372526021
C20ORF3,0.769703671,0.244924558,0.8428527694,-1.8697278654,-0.3882271489,-0.244924558
C20ORF30,-0.8250870634,-0.7334573367,-0.9783085092,1.0581719449,1.0891321221,0.7334573367
C21ORF129,1.5434352084,1.3735672449,0.4376420367,-0.4548373445,-0.4376420367,-0.7820711508
C21ORF2,1.0413634031,-0.1488951313,0.7284945257,0.1488951313,-1.6236364068,-0.8928833009
C21ORF34,-0.6649058967,-1.1647230107,-0.8333101586,1.2473438407,0.71356696,0.6649058967
C21ORF66,-0.8671352383,-0.8303522304,-0.4286021113,0.4286021113,1.7121511099,0.5612591854
C21ORF87,1.3341878244,0.6066339255,1.1976514026,-0.8505481427,-0.6066339255,-0.6980417359
C22ORF24,-0.2920354398,-1.3009387098,-0.1338015186,0.1338015186,1.5439409505,0.9719440055
C22ORF25,1.1879146352,-0.1744505507,1.0643437273,0.1744505507,-1.4852224735,-0.4535013248
C22ORF29,0.9836478552,0.1760555751,1.9747460241,-0.5071973036,-0.1760555751,-0.6135257315
C22ORF33,-0.7831690629,-1.0615502826,-0.8174517027,1.0769051066,0.7831690629,0.9056707262
C2CD2L,0.3486077391,0.1897369153,1.3595198699,-1.1867332537,-1.2831847599,-0.1897369153
C2ORF25,-1.0880178655,-0.0197005963,-1.4460632458,0.0956142649,1.3792048104,0.0197005963
C2ORF48,-0.3498555418,-0.476466958,-0.6893899095,0.3498555418,0.5566983802,2.0184182085
C2ORF73,-1.3746627954,-0.3893645593,-0.0496563729,0.0496563729,1.0365195814,1.397967239
C2ORF89,0.2316387771,-0.2316387771,2.1152456405,-0.4552627855,-0.6344319113,0.356129637
C3ORF1,0.2135211732,1.3775910323,1.5574361803,-0.802623525,-0.2135211732,-0.5838721614
C3ORF10,-0.3158399826,-0.1843859759,-0.7366977715,1.7976607767,0.1843859759,1.3334143302
C3ORF26,-0.5876208333,-0.2351136827,-0.1037197075,0.1037197075,1.6627617825,1.6993813732
C3ORF35,0.4435955871,0.7059791253,1.0896540604,-1.5157036369,-0.8196907491,-0.4435955871
C3ORF58,-0.5659451814,-0.4777503461,-1.1178574565,0.5508189231,1.6475235006,0.4777503461
C3ORF59,1.1669893283,0.3654473754,1.3329056018,-1.0033911315,-0.8154221424,-0.3654473754
C3ORF64,0.0253658573,1.592713645,1.4583350181,-0.7466705579,-0.0253658573,-0.5429670768
C4ORF14,-1.6472764666,-0.0492397629,-0.6845603569,0.0492397629,0.261354178,1.3529626966
C4ORF18,0.1135198006,-1.4813926845,-1.4479855326,1.0063045733,0.316841193,-0.1135198006
C4ORF38,1.6432963452,0.3267958242,0.3204533594,-0.7602141639,-1.1872492024,-0.3204533594
C4ORF41,0.9242234466,0.6147388839,1.1261607678,-1.1641972151,-0.6147388839,-0.8754594105
C4ORF48,0.4609013496,0.605869728,1.2227143484,-0.5535409258,-0.4609013496,-1.5555506771
C5ORF13,-0.8205370155,-0.5870286618,-0.725385821,0.5870286618,1.4318316502,1.1070263197
C5ORF15,0.5006680014,0.3752623297,1.5163983912,-1.3298132763,-0.6327056145,-0.3752623297
C5ORF32,1.0307619463,0.7057400333,0.6016548332,-0.6016548332,-0.8613099743,-1.422517636
C5ORF53,1.6542368264,-0.318288842,1.2242849589,0.0715487891,-1.0231560016,-0.0715487891
C5ORF62,1.2292859904,-0.433870797,1.6569117348,0.433870797,-0.7534443683,-0.4958770039
C6ORF1,0.8143048815,0.1012150069,0.7158847621,-0.1012150069,-1.656624424,-1.1545629795
C6ORF106,0.5309773287,0.4648498411,1.2717743241,-1.0441277143,-1.2737779732,-0.4648498411
C6ORF160,-1.7938993938,0.3252624557,-0.9074414729,-0.3252624557,0.9492738108,0.3923198925
C6ORF167,-0.4165669456,-0.0752857598,-0.1951279794,0.0752857598,2.2056831775,1.0288815249
C6ORF173,-1.0737798046,-0.2212811786,-0.5688403687,0.2212811786,1.659806953,0.9004903993
C6ORF208,-1.3825326421,-0.6172820249,-0.2648195444,1.0453426646,1.2191139771,0.2648195444
C6ORF223,0.6549595597,0.3005489536,1.2973273193,-1.061151149,-1.2668029319,-0.3005489536
C6ORF225,1.2296916129,1.4672973545,0.5149314465,-0.8099987082,-0.5149314465,-0.6388519734
C6ORF25,1.4740038554,0.5270859831,0.7745742142,-0.8001636296,-0.5270859831,-1.0298748551
C6ORF57,0.9122021259,1.2487418496,0.6064936857,-0.6064936857,-0.6751850356,-1.1962267921
C6ORF62,0.6160139785,0.3102590368,1.7114557999,-0.3102590368,-1.0213142634,-0.7167566912
C6ORF66,-0.9042320541,-0.320821033,-0.9883797886,1.1931945905,1.2773283545,0.320821033
C6ORF85,-0.1157207341,1.6645503516,1.1716600298,-0.6892410065,0.1157207341,-0.8082868557
C7ORF23,-0.7394439238,0.0376250011,-0.37307786,-0.0376250011,1.2872473485,1.8216642451
C7ORF26,1.520024499,0.0080206123,1.6427431046,-0.0080206123,-0.2696759293,-0.8035811014
C7ORF47,0.9901066291,0.5039611196,0.7999145115,-1.2570908476,-0.5039611196,-1.1654505246
C7ORF50,0.2283675136,0.2139655521,1.3334192892,-1.371723994,-1.1639242859,-0.2139655521
C8ORF83,-0.4585769941,-1.0728241558,-1.2014876751,0.6515930849,0.4585769941,1.2579705752
C9ORF11,0.4520713803,0.2373355302,2.143916165,-0.540491669,-0.4649008605,-0.2373355302
C9ORF23,0.9326556599,0.7368293144,0.9371783488,-0.7368293144,-1.1982353712,-0.8579239281
C9ORF25,1.1123581296,1.7415891308,0.4178121945,-0.6501836495,-0.4178121945,-0.6150703673
C9ORF37,1.0381019592,0.3788077029,1.0491949529,-1.4645784941,-0.6241425272,-0.3788077029
C9ORF4,0.8218442217,0.8578083404,0.8955127093,-1.007142701,-0.8218442217,-1.0549500275
C9ORF53,-0.1617876404,-0.8287769802,-0.3277390923,1.1665005733,1.8326235712,0.1617876404
C9ORF62,0.5612233739,0.0887311724,0.9164683056,-0.9845012746,-0.0887311724,-1.7696570744
C9ORF66,-0.016203307,-0.3665009719,-0.2207449652,1.9603271452,0.016203307,1.5476966735
C9ORF78,-1.2973014737,-0.0190531977,-0.7747593709,0.0190531977,1.3665423348,0.9255606739
C9ORF85,-0.8005708926,-0.1832375901,-0.8387544028,0.7057421725,1.7925768082,0.1832375901
C9ORF86,0.2661519982,1.6085316442,0.7599189621,-1.2255765022,-0.5084487847,-0.2661519982
C9ORF89,1.6306435712,0.2729553385,0.3996455499,-0.2729553385,-1.358469659,-0.4422859575
CA12,2.3300165154,-0.0487258815,0.5141903866,-0.3450245472,0.0487258815,-0.2201830385
CA2,-0.6018271581,-1.569071775,-0.1243768575,0.4610968929,0.1243768575,1.3959531307
CA6,1.5788039769,0.4750465983,1.3104892778,-0.4750465983,-0.667689246,-0.5832705134
CABLES1,-0.7142857334,-0.860925062,-1.1360561369,1.0868398027,0.7142857334,0.875644821
CACNA1H,1.396772195,0.6001118057,0.6928107306,-0.6001118057,-0.8810609695,-1.0379560325
CACNB4,1.3481542235,0.5014927341,0.1418521564,-1.3963864447,-0.1418521564,-0.9948533508
CACNG7,0.3358772127,0.3394048843,1.454137697,-1.1628426187,-0.3358772127,-1.1093426232
CACYBP,-0.5716030743,-0.7152236515,-0.9961208917,0.5716030743,1.3891953763,0.9940390828
CADM4,1.3250507206,0.918298953,0.3653433428,-1.1768129801,-0.8692603966,-0.3653433428
CALB2,0.1626095948,1.5071562971,0.5823567905,-0.5001807408,-1.4455863003,-0.1626095948
CALHM1,-0.5303844048,-0.2553901525,-1.9876157203,0.9240295943,0.2730966855,0.2553901525
CALM3,-1.1433551455,-0.2903487795,-1.0551914149,1.2628624787,0.9033591599,0.2903487795
CALML4,0.0248877727,-0.7007199998,-0.8347825904,1.7358219332,1.0234285966,-0.0248877727
CALML6,0.7063168638,0.6381835744,1.2737172042,-0.6381835744,-0.8885051354,-1.129158556
CAMK1G,0.448037078,0.883120649,1.8563013398,-0.448037078,-0.6948981094,-0.5244125366
CAMK2G,-0.9482515198,-0.5247221244,-0.7839511357,0.5247221244,1.538822781,0.7920417824
CAMTA1,0.0675533296,1.1056430874,0.8574261375,-1.5061852926,-0.0675533296,-0.8923312967
CAMTA2,0.740298507,1.5756804325,0.4355774684,-0.4355774684,-0.7843117087,-1.00992939
CAPN10,1.2532862576,0.3348892029,1.4022337248,-0.3348892029,-1.0761095394,-0.5181023067
CAPZA1,0.3174834754,1.8379479735,0.6340844988,-0.3174834754,-0.8469384225,-0.6724824823
CAPZA2,-0.2764692635,-1.1954977864,-1.4488069378,0.9251301375,0.2764692635,0.7808620942
CARD14,-0.8584064554,-0.5781142136,-0.7062433228,1.5984016078,0.8126784838,0.5781142136
CASC2,0.3532731085,1.6383461924,0.4565063027,-1.1951703868,-0.3532731085,-0.6623984026
CASC3,1.2293228164,1.1647957365,0.4743675182,-0.6132728446,-0.4743675182,-1.1696667313
CASC5,-0.4299304858,0.1838509369,-0.5135550982,-0.1838509369,1.8994030623,1.3183971877
CASKIN1,-0.5458757956,-0.5543540235,-1.5244937964,0.9782639661,0.5458757956,0.9065985027
CASP10,1.5357666875,0.4174771783,0.9288618213,-0.4174771783,-1.0255093678,-0.687433262
CASP4,0.9949669317,0.5523383838,0.88701449,-0.5523383838,-1.2460244712,-1.0431429134
CBLN3,0.9974094252,1.5284296506,0.3923615737,-0.8774278946,-0.3923615737,-0.8372389472
CBR3,0.1615826665,0.6708227574,1.8765092354,-0.9687236576,-0.1615826665,-0.4866253889
CBX2,-0.2569134115,-0.3171828727,-0.3515097192,0.2569134115,1.3273935412,2.0191608792
CBX3,1.9288787854,0.1355828625,0.7146125486,-0.1355828625,-0.7535034643,-0.6488228408
CBX7,0.8325321278,0.649125675,1.4868361799,-0.649125675,-0.7510385369,-0.8769739997
CBY3,-1.3910674063,-0.6377761597,-0.1888788509,0.1888788509,0.7739302538,1.4113588357
CCDC104,0.6947182535,1.0327535445,1.2558022212,-0.8875797858,-0.812981564,-0.6947182535
CCDC109B,-0.0512278189,-1.5405889001,-1.1290439198,0.7885379244,0.0512278189,0.9348913742
CCDC112,-0.5738576932,-1.0071574711,-0.6570494025,1.6153839044,0.5738576932,0.5763816525
CCDC115,-0.5269098323,-1.2421082619,-0.3633143342,1.4749351076,0.3633143342,0.8945365623
CCDC117,0.7857871763,0.5302268344,0.9832293615,-1.3239235394,-1.0807842358,-0.5302268344
CCDC124,0.4548866295,0.329648168,1.1684578533,-1.0474499761,-1.5020884287,-0.329648168
CCDC129,1.5829122998,0.0874513893,1.2357225256,-0.6154502899,-0.0874513893,-0.9205868189
CCDC130,1.3676653053,0.3478970267,1.2689453124,-0.3478970267,-1.043781344,-0.5947662312
CCDC135,-1.3692250258,-0.4866299947,-1.2136364274,0.6142505837,0.4866299947,0.9816936551
CCDC34,-0.2935803807,-0.5700517767,-0.5147426455,1.7525979906,0.2935803807,1.3608967095
CCDC43,-0.6465302638,-0.5209638762,-0.8889829389,0.5209638762,1.2636181899,1.3599571731
CCDC45,-0.9229237917,-0.8976885468,-0.4864533432,0.4864533432,0.9865228797,1.3958747422
CCDC59,-1.3741294783,-0.1479886719,-1.0481231247,1.105643671,0.1479886719,0.8822690763
CCDC68,0.9394096419,0.0849372462,2.1149894297,-0.5037709749,-0.3913771978,-0.0849372462
CCDC75,1.3767464794,0.4602719416,0.9835946353,-0.4602719416,-1.1943537928,-0.5857051006
CCDC82,0.9930556834,0.2326488778,0.7474904521,-0.726687569,-0.2326488778,-1.7022808682
CCDC88C,-0.4455922305,-0.3497674245,-1.0467480012,0.9909328215,0.3497674245,1.6419328694
CCDC9,0.7251350912,0.621530138,1.2424684365,-0.621530138,-1.2037668131,-0.8425134962
CCDC90A,-1.2246403414,-0.0214269914,-1.1265133575,0.0214269914,1.3250736538,0.701461434
CCDC94,0.4789616286,0.2505984674,1.4094270426,-1.4066089081,-0.2505984674,-0.8372729119
CCL14,1.2052907176,0.1035351804,-0.0862003375,-0.6974589628,0.0862003375,-1.8095646985
CCL17,1.341596818,0.3103306011,1.9670548586,-0.3971980239,-0.3182085985,-0.3103306011
CCL19,0.8523279187,0.9244121476,0.6332474986,-1.3929401511,-0.8437872815,-0.6332474986
CCM2,0.4621054263,0.7546933206,1.3786198729,-0.4621054263,-1.2897646355,-0.6666951533
CCNA2,-0.664222447,-0.6512408899,-0.6038702497,0.6038702497,1.0494514613,1.6146750957
CCNB1IP1,-0.7504204829,0.3326177715,-0.8320225782,-0.3326177715,1.5655101269,1.1311126428
CCNB2,-1.1078332112,-0.3683578677,-0.6479253176,0.3683578677,1.1664724253,1.3478782363
CCNG1,-1.1777723225,-0.0054300938,-1.4440371498,0.4664472529,0.0054300938,1.2081081981
CCNH,-1.3027031324,-0.6363748466,-1.0188499714,0.6363748466,1.0537524185,0.6404418427
CCNL1,-0.9488938081,-0.6375852881,-0.7529121812,1.1226550284,1.2375755756,0.6375852881
CCNYL2,-1.1373876748,-0.6788682237,-0.7772027295,1.2264209696,0.8243566143,0.6788682237
CCR6,0.3371763597,0.1149273437,1.4332589225,-1.3697983867,-0.9939780565,-0.1149273437
CCRL1,1.067582603,0.9229400921,0.6682743826,-0.8767792644,-0.6682743826,-1.1605563469
CCS,0.9491579561,0.6029896792,1.4483356571,-0.6029896792,-0.7109606708,-0.9296473128
CCT6A,-0.6772625134,-0.3513488763,-0.4266180307,0.3513488763,0.9125792693,1.947772612
CCT8,-0.7549890715,0.1313436636,-0.4881071987,-0.1313436636,1.6792929664,1.3718883309
CD151,1.0466872946,0.2899855112,0.3465112054,-0.2899855112,-1.2408980078,-1.5497944585
CD200R1,-0.6761607671,-0.3789706525,-1.1324744467,1.677092735,0.3789706525,0.4171660266
CD247,1.603913124,-0.0296015296,1.0071356429,0.0296015296,-0.9376425934,-0.8101883636
CD248,-0.209480245,-0.3832000539,-0.237146849,0.6808286432,2.2694467714,0.209480245
CD2AP,-0.3654771245,-0.348574415,-0.5139856805,0.7253322142,2.1152068843,0.348574415
CD300C,1.0663733334,0.1554138711,0.4334216941,-0.1554138711,-1.9090435322,-0.2192670191
CD36,-0.2091612153,-1.7682875705,-1.0672795569,0.932414433,0.3951874411,0.2091612153
CD3D,0.565887032,1.820176036,0.6680168221,-0.565887032,-0.5713787022,-0.7167925058
CD40,0.2977994152,1.6303614718,1.0964883875,-0.8290947822,-0.2977994152,-0.7132412316
CD48,-0.8684039125,-0.4168034956,-1.8966016147,0.4168034956,0.5136077824,0.6729080893
CD69,-0.8918461629,0.2174054186,-0.2174054186,-0.2859948954,1.4200677114,1.6066864756
CD74,0.2096939652,1.8338686874,1.3503100215,-0.7137926516,-0.2298345537,-0.2096939652
CD82,0.1479570376,1.2356695772,0.5654412765,-0.1479570376,-0.40434992,-1.7215387105
CD8A,0.0460806985,1.7799149721,0.881294284,-0.7690399866,-0.0460806985,-0.809310878
CD9,1.3871440809,1.3870119682,0.5579706922,-0.5579706922,-0.7413246676,-0.577070812
CD97,1.0184464813,-0.143275203,1.4220333026,0.143275203,-1.3790892881,-0.3049705945
CD99L2,0.6860588045,0.6400741073,0.6407554137,-0.6400741073,-1.076113305,-1.5575599518
CDC123,-0.8731461894,-0.9267189237,-0.3112923371,0.3112923371,0.8505999786,1.5906084186
CDC16,0.8083479578,0.7029834605,1.2140694504,-0.7029834605,-1.1712544064,-0.7178864891
CDC2,-1.0348217671,-0.7296247313,-0.7160484172,0.8526959426,0.7160484172,1.2916275419
CDC20,-1.4603444696,0.0382946052,-0.8768350164,-0.0382946052,1.0145269888,1.0391128622
CDC25A,-0.0513293152,-0.0538914539,-0.4481592802,0.0513293152,1.4333993996,2.0549038231
CDC37,1.146738743,0.3723796461,0.9531738158,-1.3396364119,-0.8399699588,-0.3723796461
CDC37L1,0.812133852,-0.0988652555,1.5891912475,-1.0268455597,0.0988652555,-0.8837868469
CDC42BPB,0.556654044,0.9572106261,1.3417456789,-0.8787769821,-0.962497783,-0.556654044
CDC7,-0.6213142419,-1.2225948734,-1.0257223791,0.6213142419,1.002737003,0.8385815937
CDCA5,-1.1241510862,-0.4285888209,-0.6263300552,0.4285888209,1.0785775553,1.3770078837
CDCA7,-0.5234992524,-0.0179138221,-0.5380461379,0.0179138221,1.9218892469,1.205621736
CDCA7L,-0.2728843487,0.0896813557,-0.3699563086,1.381910214,-0.0896813557,2.0363529953
CDCA8,-0.9275820742,0.2720007916,-0.8052509473,-0.2720007916,1.1344493832,1.4782584671
CDH22,0.7302886584,0.3948483222,1.2318610524,-1.0503684571,-1.2460897062,-0.3948483222
CDIPT,0.3408627018,0.7888557327,0.519351961,-1.0069732494,-0.3408627018,-1.7987072442
CDK2,0.0707214981,1.7418816853,1.4782648576,-0.4979774307,-0.5535484498,-0.0707214981
CDK5R2,-0.4609105709,-1.274396683,-0.4520057049,0.4520057049,0.9654934495,1.3722880507
CDKN2AIP,-0.3016941223,-1.001303182,-0.6444577996,1.7868287993,0.3016941223,0.5317017121
CDKN2B,0.7050341054,0.4437961072,0.5082413609,-1.7057314235,-0.4437961072,-1.1882749561
CDKN2C,0.5342542292,0.8986224375,0.7167516599,-0.5342542292,-1.4094759415,-1.1231636123
CDS1,-1.0323269088,-0.4129070858,-0.64044515,0.4129070858,1.5491345048,0.9466958831
CDT1,-1.0596312508,-0.0288108362,-0.0099723947,0.0099723947,1.5383012103,1.4539029153
CDYL,0.4933729349,0.5364579843,1.4257784855,-1.361837455,-0.5813724424,-0.4933729349
CEBPZ,-1.2081409663,-0.3878774632,-0.8645382385,0.3878774632,1.3846748022,0.758669318
