Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
LOC645942,7.2961145026,7.2692690068,7.2961646835,7.1205212157,7.2076488894,7.0468064572
LOC645966,7.049322696,6.9995063366,7.0021524569,7.1474950912,7.0698164385,7.1473647191
LOC645979,9.8524575008,9.7076856048,10.5262020483,8.9459454489,8.7300722533,8.765686421
LOC646008,6.9100760162,7.0170655005,7.011149762,7.1982546856,7.2764200601,7.1539359397
LOC646030,7.1734059078,7.0880799555,7.1228874888,6.9031829493,7.0059511272,6.9901659588
LOC646046,6.9984820269,6.9880713455,7.0271830419,7.128895429,7.164288605,7.097102982
LOC646057,7.0447937862,7.1008210404,7.0848922195,6.9076882287,6.9805108674,6.9741452939
LOC646067,7.3135915469,7.2435044222,7.2861443003,7.1133180075,7.0985463605,6.9597099843
LOC646103,7.5916647805,7.3745461457,7.3981109533,7.6500654636,7.7588163413,7.7999156974
LOC646127,6.960170733,6.9767843831,6.9469416558,6.7720152636,6.8365540795,6.8903330673
LOC646135,8.0651056732,7.9230386252,8.429310229,8.5629065583,8.5470983294,8.3924239164
LOC646191,6.6555742924,6.6816460599,6.7746756204,6.7979966816,6.9377961497,6.8094366009
LOC646197,8.1646020159,8.0136866869,8.809746107,9.4549890314,9.2236796351,9.898088498
LOC646200,10.103980529,10.0100656932,10.8855738544,11.3691194766,11.1192640826,11.4430558149
LOC646262,7.3787513877,7.4273875762,7.4524496891,7.2613087508,7.2063281244,7.290548819
LOC646276,7.3594695807,7.2138944826,7.4386232423,7.0737743324,7.0418087012,7.0819053258
LOC646278,7.3224372238,7.3077234501,7.6053232912,7.5589199571,7.668662947,7.9724347994
LOC646282,7.001451684,6.9801130084,7.0459883339,7.1073668444,7.1675709594,7.1979784782
LOC646316,6.9271553092,6.9099221083,6.9319213732,7.1442209329,7.0850597359,7.0724256871
LOC646330,7.309257784,7.3439897103,7.2293816754,7.012366125,7.0504318919,6.8960906214
LOC646366,7.0837419305,7.0381800241,7.0417987047,7.1037309308,7.2310219846,7.2761710169
LOC646422,6.9304277109,6.8611819144,6.8578776479,7.1264382748,6.9778612265,6.9709987384
LOC646483,11.7721995233,11.5726202724,12.1958542955,12.6284742235,12.1893705598,12.3623709023
LOC646494,6.9956027154,6.9581781262,6.9387067411,7.2480027136,7.1010793114,7.24918435
LOC646531,13.7364686842,14.0401571008,13.6744959294,14.5274360023,14.4074084226,14.2995139296
LOC646561,6.7078586549,6.7717271502,6.8646247093,7.0336228575,6.9394611125,7.0048369016
LOC646568,7.1413714802,7.0771598384,7.2379514285,6.9516822505,6.9296169012,7.0294579244
LOC646572,6.8690872879,6.8811788065,6.8019082185,7.2032642374,7.0399034999,7.0451872227
LOC646574,7.1818021777,7.1561583005,7.1738802199,6.973896453,7.0392802611,6.9797252892
LOC646713,7.1690024112,7.1674647254,7.1420451746,7.0711941624,6.9917007402,6.9797159761
LOC646753,9.7965813688,9.5464123336,10.3163699344,9.1740074955,8.8745199131,9.1324549742
LOC646785,7.7394748445,7.6523925465,8.152275051,7.4096099297,7.4692517892,7.2342345948
LOC646813,7.3223396906,7.3284805516,7.2679113677,7.1713824773,7.0870012268,7.2160322532
LOC646848,6.5874737056,6.6791609526,6.6493750088,6.7813816727,6.713687262,6.7726943591
LOC646849,8.9446592409,8.8533577885,9.2411744034,9.5664308576,9.0350900129,9.3471731771
LOC646870,6.857803863,6.8404564233,6.9039650356,7.1251011553,7.04099095,7.0911844734
LOC646909,7.1784055857,7.1641857665,7.2796326173,7.0154988796,7.0460853949,6.9807838501
LOC647006,6.665832674,6.74349977,6.7105844691,6.8650474392,6.7701786448,6.8170722538
LOC647074,7.7487206802,7.6161894539,8.0849703456,7.3680437689,7.3271040641,7.3499145843
LOC647104,7.7756247993,7.5754025062,7.9727554387,7.2794267782,7.1833156892,7.3079025705
LOC647150,8.4334029649,8.6331245556,8.9953929895,9.6986986205,9.2260336071,9.4035046719
LOC647250,7.0081735386,6.969107675,6.9273587076,7.1309306735,7.1591948821,7.0980701348
LOC647306,7.059488518,7.0436987179,6.9828324069,7.2466928135,7.2315734461,7.2325061747
LOC647322,8.1383150194,7.7441929254,7.7270829387,7.0251721157,7.3505046248,7.3132243899
LOC647328,7.5011919075,7.3494996609,7.3616582745,7.1901803724,7.1854428027,7.2576347242
LOC647340,10.5436315608,10.3831607556,10.6427991935,11.3216824461,11.2386761004,11.0692370734
LOC647346,7.2660197909,7.4786267868,7.1977659567,7.938138231,8.4211725807,7.9495442265
LOC647474,7.1054049197,7.1313366445,7.1341861298,7.2757790072,7.2798884601,7.4254567817
LOC647588,7.7017536992,7.8218818377,7.5609254193,6.9475816593,7.0241740009,7.4509366804
LOC647647,6.8890204718,6.8072746062,6.7607844484,7.0269860984,6.9130289642,6.9850819274
LOC647650,7.1312220513,7.0374268805,7.0986947682,7.253319964,7.3478337371,7.2614037961
LOC647710,6.8429681774,6.9137506683,6.9991802546,7.0398242302,7.0802812537,7.0863775836
LOC647711,6.8368528061,6.7486969668,6.8154815721,6.97493466,6.8934791647,6.9315649529
LOC647766,7.1253843049,7.0749303515,7.1011375104,6.9538109684,6.9491925631,7.0008174066
LOC647832,7.0997927418,7.0070615799,7.2394959602,6.8065206422,6.923430302,6.9224754482
LOC647856,12.2901773974,11.8100352442,12.9548801348,13.2867365188,12.4683985138,12.9369741633
LOC647890,7.1136654961,7.0741135057,7.1454787565,6.9961505912,7.047243063,6.8623610862
LOC647960,6.8011488836,6.7543494041,6.9779869345,6.867109696,7.0468883809,7.0071207496
LOC647971,7.1636463481,7.1088607436,6.998214608,7.3621559156,7.3333347394,7.3985412869
LOC647993,6.7928463904,6.6401189506,6.7742850928,6.8869023951,6.9330911523,6.9072078619
LOC648000,11.4517297779,11.2421485695,12.1441685769,12.3980123471,11.91086584,12.1746545023
LOC648089,6.7343526908,6.6755724564,6.7972224775,6.9240734942,6.8956168982,7.024488374
LOC648099,8.0209554845,7.9183945817,8.7584363477,8.7666041763,8.600694855,8.6960047467
LOC648123,6.8512367767,6.8413480117,6.8796177679,6.9659127912,6.9782846411,7.0857434908
LOC648145,7.0336324195,6.9270220628,7.0111219361,7.2208403416,7.2086431377,7.2557017593
LOC648147,6.68748306,6.6500527365,6.6670026058,6.830847383,6.8917256988,6.7927135091
LOC648210,10.3843254147,10.3264359817,10.9487679786,11.5758067312,11.2905293959,11.5421169312
LOC648245,6.8306070478,6.8666741524,6.9062554323,7.0107574844,6.9733050938,6.98385322
LOC648251,6.98686451,6.9594897552,7.0503087744,7.1964291805,7.1500301764,7.3506446228
LOC648370,6.9144105421,7.013097615,6.8293337938,7.2318373089,7.3439213462,7.3015011293
LOC648390,11.1062176707,11.2336540082,11.4881381007,11.8404298563,12.2090220219,12.4006526306
LOC648432,6.8698824675,6.8762320347,6.8887136667,7.0362995374,7.0394055322,6.9831216145
LOC648548,6.9475686893,6.9475862767,6.9168418972,7.0338255569,7.1627988192,7.060080588
LOC648625,6.7581599374,6.7778682426,6.7488014836,7.0358507616,7.0621786708,6.9760087772
LOC648629,7.3089285413,7.0304885048,7.5611808392,6.9832918411,6.8530533,6.9570280885
LOC648638,7.2981521863,7.1448661484,7.1555302778,7.632680164,7.4407362416,7.5729995125
LOC648708,7.2316294745,7.328267544,7.2657339681,7.0397108851,7.1418821916,7.1965560137
LOC648729,11.4643843121,11.175323296,11.9773024782,12.0857366368,12.0161191585,11.9508822081
LOC648738,6.9492688108,7.0254263441,7.0895531769,6.9200432258,6.9447115585,6.8387839989
LOC648742,7.1060797753,7.0098922339,7.1378251312,6.8215759143,6.847137579,6.8745331597
LOC648761,6.9955211418,6.9748750416,6.9480801297,7.0838687145,7.2072096258,7.1793480127
LOC648771,11.9007544676,11.5735876214,12.1774197545,12.5099319352,12.2503718885,12.4408141183
LOC648894,6.7173544925,6.7535054146,6.7167601489,6.8683088852,6.980320738,6.89258028
LOC648898,6.8942396753,6.9911506533,6.9478450771,7.1889037886,7.2012175986,7.1815659112
LOC648979,6.7500572226,6.9213318448,6.9296606566,7.004222635,6.9417087573,7.0676880491
LOC649009,7.2337340249,7.2151663998,7.3001544931,6.982156122,7.1489159514,7.1182198188
LOC649041,6.9248376987,6.9199370925,6.8690734415,6.7247990707,6.740601757,6.8109074615
LOC649076,14.4534739862,14.062393108,14.8514303694,15.2922671114,14.7885483487,15.0099697322
LOC649094,7.0496372836,7.0076924429,7.0509809378,6.8700302388,6.909504631,6.9475050177
LOC649125,6.742648778,6.8292283747,6.6693857114,6.8292194449,6.9462329195,6.9202052687
LOC649150,7.0208100612,7.009063913,7.2169507109,6.8838503199,6.8795010446,6.7742318541
LOC649337,6.7535633393,6.7951854852,6.7872336123,6.9275233088,6.8940608306,6.8816804046
LOC649355,7.0279099465,7.0529196114,7.0586892197,7.2132937905,7.1748990328,7.2592256943
LOC649360,6.8089860712,6.8206504473,6.7799088036,6.9126807184,6.986557487,6.8615811334
LOC649389,7.0623689741,7.1163601052,7.027577562,6.923780202,6.9655060028,6.9152641392
LOC649397,7.2294126832,7.1807731876,7.1616354319,7.0809563322,7.0309510792,6.9980160713
LOC649432,6.9035298077,6.8138863422,6.9198832797,7.1116179766,7.0227967534,7.1444250886
LOC649466,6.8954300607,6.9685927547,6.9004926327,7.0048229807,7.021515078,7.146452368
LOC649553,9.4839999688,9.3223896228,10.1836649524,10.4757440181,9.5445410754,10.4546503946
LOC649596,6.7100314929,6.7732645888,6.6391902282,6.8617153259,6.9830361185,6.9231611737
LOC649620,6.8962494246,6.8995838228,6.8324698043,7.0772683118,7.0736643457,7.0982394641
LOC649703,6.7535816,6.8352419126,6.8367900293,7.0733223745,7.0789808253,7.14722374
LOC649773,6.9620805079,6.9489409726,7.025837465,6.8071237356,6.7495187345,6.7846915759
LOC649775,6.939306467,7.0168442864,7.0117637863,6.8179298658,6.7906716205,6.8802449293
LOC649821,10.8441291069,10.7235995149,11.7947815076,12.2052148615,11.7875931306,12.3528125347
LOC649878,6.812662456,6.8752536394,6.9517330489,6.984527482,7.0327114547,7.0007597892
LOC649886,7.250245401,7.2455207629,7.4042338469,7.2088773511,7.0765802784,7.1656525379
LOC649978,6.9463936274,6.919238853,7.0336271129,6.8497692269,6.7575892432,6.8318303841
LOC649999,7.3881508587,7.3150759104,7.5644154822,7.1774652896,7.1987824102,7.2510382042
LOC650028,6.6567091427,6.7035294704,6.5945743611,6.9006863893,6.9175194689,6.8329530469
LOC650098,7.2753660417,7.249382013,7.3003132193,7.1324103596,7.056939302,7.1674839933
LOC650111,7.1503018736,7.2399623864,7.1571581009,7.003097195,7.0408938179,7.0344689867
LOC650147,7.0819428926,7.1399329657,7.3419329158,7.0258090719,7.0052792444,7.0079197587
LOC650210,6.5730912389,6.6345129362,6.6637954084,6.7671259663,6.7603619647,6.803767018
LOC650236,6.6144066356,6.6250924283,6.6633119315,6.7328684676,6.7905175623,6.7017386912
LOC650276,13.8754830349,13.7390940409,14.1957020982,14.6117790689,14.2369077564,14.4981949927
LOC650298,8.9765058012,8.6679694194,9.3868533422,8.339455848,7.9966164834,8.340210178
LOC650427,6.9362618102,6.8996325367,6.9829335253,7.1027643191,7.0643785436,7.0917837399
LOC650465,6.9210767959,6.9505002937,7.0444904708,7.1507152399,7.2038126983,7.0927396765
LOC650546,6.7359871422,6.7594948641,6.7214593907,6.8777887529,6.8934589061,6.9608680624
LOC650631,6.5982788506,6.6061955821,6.6156188797,6.7550248536,6.8680215987,6.7039041059
LOC650695,6.5991727511,6.6273418475,6.6517762922,6.6069091641,6.4796568935,6.4409236767
LOC650698,7.0318347564,7.0244097712,6.897636836,7.2771770474,7.2856556068,7.293544475
LOC650717,7.3068744469,7.2041245521,7.3259442312,7.5211614292,7.6638530004,7.5739900337
LOC650832,11.5924600402,12.1860313474,11.2720674358,12.4424953599,12.6087989435,12.2614472399
LOC650914,7.0320896465,7.0503719912,7.0554763541,6.9580822582,6.9415526504,6.8536075169
LOC651137,7.335944479,7.3508698985,7.1702023894,7.8337524671,7.8063779997,7.902369028
LOC651196,6.7260417435,6.8266167398,6.7717461265,6.9614970878,6.9632368143,6.8416577832
LOC651198,7.2024827009,7.1243351401,7.577029413,7.101719726,7.0429925781,7.0579369107
LOC651213,6.9675640027,6.9442927853,6.9362447597,7.0657610772,7.1345769841,7.0915468612
LOC651296,7.1117498659,6.9708160002,6.9162402403,7.3289571583,7.3993211968,7.3208410069
LOC651373,6.8810984239,6.8204772591,6.8138929605,7.0642210387,6.911988655,7.0013084631
LOC651565,6.7988615945,6.7643963957,6.7901886802,6.912177247,6.9993924557,6.9312676195
LOC651894,13.8859405929,13.6005023942,14.0937607314,14.4760909636,14.2454046085,14.4681080426
LOC651907,6.6346243281,6.6857573907,6.718393688,6.7324300695,6.768266312,6.8874061533
LOC651919,7.8721254026,7.4207838783,8.3866748677,7.2146107409,7.1884596433,7.0696652219
LOC651979,7.3851366268,7.4281340488,7.4614891144,7.2198788581,7.3440895322,7.1380203354
LOC651991,6.6911157421,6.7143708486,6.733059236,6.7811404733,7.0535607564,6.9028093746
LOC652044,6.9126902228,6.8816184873,6.9615654118,7.1463370842,7.2317856099,7.1723882794
LOC652076,6.9486017493,6.8919809859,6.9820166035,7.0361409085,7.0470833205,7.0636390754
LOC652077,6.7313781843,6.7502019161,6.724071101,6.8769777418,6.9132187338,7.0176931225
LOC652082,7.4618794354,7.3984250744,7.387130143,7.246732148,7.3482567367,7.1796998436
LOC652119,7.1230214629,7.0354316158,6.9387870476,6.862042324,6.8555718142,6.9964170635
LOC652155,6.8932965597,6.9780427816,6.8970257783,7.1799139382,7.1372976373,6.9094979351
LOC652175,8.2216121023,7.9642012353,7.8060521371,7.5528226347,7.275711976,7.2824881488
