Ehf	Irf_11	Irf_7	Maf_2	NF-kappaB_2	NF-kappaB_5	NF-Y_1	NF-Y_2	NF-Y_3	Nrf-2_2	Nrf-2_3	TCF11::MafG
ENSG00000175334	ENSG00000185483					ENSG00000175197		ENSG00000113758	ENSG00000185825	ENSG00000197535	
ENSG00000175376	ENSG00000185507					ENSG00000175352		ENSG00000114107	ENSG00000186187	ENSG00000197622	
ENSG00000175467	ENSG00000185745					ENSG00000175445		ENSG00000114126	ENSG00000186231	ENSG00000197747	
ENSG00000175575	ENSG00000186231					ENSG00000175868		ENSG00000114631	ENSG00000186487	ENSG00000197859	
ENSG00000175602	ENSG00000186283					ENSG00000175984		ENSG00000114978	ENSG00000186594	ENSG00000197948	
ENSG00000175787	ENSG00000186395					ENSG00000176083		ENSG00000114988	ENSG00000186654	ENSG00000197969	
ENSG00000176058	ENSG00000187079					ENSG00000176124		ENSG00000115041	ENSG00000186716	ENSG00000198408	
ENSG00000176155	ENSG00000187123					ENSG00000176473		ENSG00000115073	ENSG00000186862	ENSG00000198431	
ENSG00000176473	ENSG00000187164					ENSG00000176515		ENSG00000115170	ENSG00000187037	ENSG00000198478	
ENSG00000177034	ENSG00000187323					ENSG00000176542		ENSG00000115216	ENSG00000187091	ENSG00000198513	
ENSG00000177082	ENSG00000187546					ENSG00000176563		ENSG00000115255	ENSG00000187866	ENSG00000198700	
ENSG00000177192	ENSG00000187608					ENSG00000176624		ENSG00000115257	ENSG00000187955	ENSG00000198910	
ENSG00000177426	ENSG00000187689					ENSG00000177045		ENSG00000115266	ENSG00000188107	ENSG00000198947	
ENSG00000177428	ENSG00000187821					ENSG00000177181		ENSG00000115274	ENSG00000188130	ENSG00000198964	
ENSG00000177875	ENSG00000188909					ENSG00000177459		ENSG00000115290	ENSG00000188467	ENSG00000203805	
ENSG00000177888	ENSG00000189157					ENSG00000177733		ENSG00000115310	ENSG00000188580	ENSG00000204178	
ENSG00000177889	ENSG00000189184					ENSG00000177822		ENSG00000115355	ENSG00000188690	ENSG00000204256	
ENSG00000177981	ENSG00000189367					ENSG00000177854		ENSG00000115365	ENSG00000188906	ENSG00000204257	
ENSG00000178104	ENSG00000196159					ENSG00000178031		ENSG00000115414	ENSG00000189051	ENSG00000204882	
ENSG00000178188	ENSG00000196233					ENSG00000178096		ENSG00000115415	ENSG00000189308	ENSG00000205133	
ENSG00000178449	ENSG00000196405					ENSG00000178295		ENSG00000115419	ENSG00000196141	ENSG00000205336	
ENSG00000178694	ENSG00000196428					ENSG00000178301		ENSG00000115474	ENSG00000196166	ENSG00000205363	
ENSG00000178700	ENSG00000196449					ENSG00000178403		ENSG00000115504	ENSG00000196182	ENSG00000205410	
ENSG00000178913	ENSG00000196482					ENSG00000178691		ENSG00000115520	ENSG00000196218	ENSG00000205463	
ENSG00000178950	ENSG00000196586					ENSG00000178922		ENSG00000115525	ENSG00000196248	ENSG00000205542	
ENSG00000179044	ENSG00000196588					ENSG00000178997		ENSG00000115548	ENSG00000196368	ENSG00000206075	
ENSG00000179361	ENSG00000196664					ENSG00000179071		ENSG00000115561	ENSG00000196482	ENSG00000206535	
ENSG00000179387	ENSG00000197065					ENSG00000179082		ENSG00000115596	ENSG00000196504	ENSG00000211445	
ENSG00000179476	ENSG00000197142					ENSG00000179094		ENSG00000115685	ENSG00000196588	ENSG00000213639	
ENSG00000180104	ENSG00000197272					ENSG00000179344		ENSG00000115687	ENSG00000196660	ENSG00000214216	
ENSG00000180233	ENSG00000197312					ENSG00000179361		ENSG00000115750	ENSG00000196754	ENSG00000214226	
ENSG00000180353	ENSG00000197442					ENSG00000180185		ENSG00000115825	ENSG00000196776	ENSG00000214305	
ENSG00000180448	ENSG00000197445					ENSG00000180573		ENSG00000115844	ENSG00000196778	ENSG00000214338	
ENSG00000180592	ENSG00000197536					ENSG00000180596		ENSG00000115902	ENSG00000196792	ENSG00000214447	
ENSG00000180938	ENSG00000197576					ENSG00000180828		ENSG00000116016	ENSG00000196872	ENSG00000214575	
ENSG00000181885	ENSG00000197641					ENSG00000180879		ENSG00000116062	ENSG00000196924	ENSG00000214941	
ENSG00000181924	ENSG00000197748					ENSG00000180999		ENSG00000116133	ENSG00000197063	ENSG00000215397	
ENSG00000182004	ENSG00000197982					ENSG00000181035		ENSG00000116138	ENSG00000197461	ENSG00000215704	
ENSG00000182405	ENSG00000198133					ENSG00000181218		ENSG00000116183	ENSG00000197622	ENSG00000220201	
ENSG00000182473	ENSG00000198157					ENSG00000181295		ENSG00000116199	ENSG00000197746		
ENSG00000182606	ENSG00000198270					ENSG00000181541		ENSG00000116221	ENSG00000197859		
ENSG00000183250	ENSG00000198380					ENSG00000181625		ENSG00000116285	ENSG00000197915		
ENSG00000183283	ENSG00000198523					ENSG00000182150		ENSG00000116353	ENSG00000197948		
ENSG00000183597	ENSG00000198589					ENSG00000182220		ENSG00000116478	ENSG00000197971		
ENSG00000183611	ENSG00000198624					ENSG00000182253		ENSG00000116604	ENSG00000198369		
ENSG00000183665	ENSG00000198668					ENSG00000182481		ENSG00000116649	ENSG00000198478		
ENSG00000183726	ENSG00000198807					ENSG00000182572		ENSG00000116691	ENSG00000198720		
ENSG00000183735	ENSG00000198836					ENSG00000182585		ENSG00000116731	ENSG00000198860		
ENSG00000183960	ENSG00000198837					ENSG00000182628		ENSG00000116761	ENSG00000198947		
ENSG00000184110	ENSG00000198879					ENSG00000182752		ENSG00000116830	ENSG00000198952		
ENSG00000184432	ENSG00000198945					ENSG00000182782		ENSG00000116885	ENSG00000203697		
ENSG00000184857	ENSG00000198947					ENSG00000182872		ENSG00000116898	ENSG00000203805		
ENSG00000185019	ENSG00000203668					ENSG00000182898		ENSG00000116954	ENSG00000204256		
ENSG00000185101	ENSG00000203737					ENSG00000183091		ENSG00000116981	ENSG00000204257		
ENSG00000185127	ENSG00000203756					ENSG00000183291		ENSG00000116984	ENSG00000204406		
ENSG00000185261	ENSG00000203965					ENSG00000183324		ENSG00000117152	ENSG00000204496		
ENSG00000185298	ENSG00000204261					ENSG00000183336		ENSG00000117242	ENSG00000204580		
ENSG00000185305	ENSG00000204264					ENSG00000183473		ENSG00000117262	ENSG00000204682		
ENSG00000185379	ENSG00000204267					ENSG00000183475		ENSG00000117289	ENSG00000204843		
ENSG00000185475	ENSG00000204335					ENSG00000183598		ENSG00000117298	ENSG00000205191		
ENSG00000185480	ENSG00000204359					ENSG00000183655		ENSG00000117335	ENSG00000205336		
ENSG00000185917	ENSG00000204398					ENSG00000183978		ENSG00000117394	ENSG00000205363		
ENSG00000185940	ENSG00000204427					ENSG00000184178		ENSG00000117399	ENSG00000205410		
ENSG00000186063	ENSG00000205220					ENSG00000184182		ENSG00000117408	ENSG00000205463		
ENSG00000186153	ENSG00000205221					ENSG00000184207		ENSG00000117425	ENSG00000206107		
ENSG00000186197	ENSG00000205279					ENSG00000184260		ENSG00000117461	ENSG00000206535		
ENSG00000186280	ENSG00000205403					ENSG00000184270		ENSG00000117479	ENSG00000211448		
ENSG00000186912	ENSG00000206181					ENSG00000184545		ENSG00000117519	ENSG00000212660		
ENSG00000187164	ENSG00000211448					ENSG00000184661		ENSG00000117533	ENSG00000214072		
ENSG00000187166	ENSG00000212652					ENSG00000184675		ENSG00000117595	ENSG00000214285		
ENSG00000187764	ENSG00000213054					ENSG00000184678		ENSG00000117632	ENSG00000214447		
ENSG00000187778	ENSG00000213160					ENSG00000185278		ENSG00000117650	ENSG00000214453		
ENSG00000187860	ENSG00000213390					ENSG00000185437		ENSG00000117676	ENSG00000214479		
ENSG00000187994	ENSG00000213928					ENSG00000185565		ENSG00000117748	ENSG00000214571		
ENSG00000188010	ENSG00000214583					ENSG00000185596		ENSG00000117859	ENSG00000214575		
ENSG00000188215	ENSG00000214954					ENSG00000185630		ENSG00000118046	ENSG00000214941		
ENSG00000188342	ENSG00000215039					ENSG00000185634		ENSG00000118193	ENSG00000215503		
ENSG00000188603	ENSG00000215273					ENSG00000185668		ENSG00000118363	ENSG00000220703		
ENSG00000188647	ENSG00000217128					ENSG00000185829		ENSG00000118418			
ENSG00000188786	ENSG00000217236					ENSG00000185928		ENSG00000118514			
ENSG00000189114	ENSG00000221869					ENSG00000186300		ENSG00000118705			
ENSG00000189319	ENSG00000221870					ENSG00000186393		ENSG00000118707			
ENSG00000189403	ENSG00000221914					ENSG00000186432		ENSG00000118900			
ENSG00000196116	ENSG00000222020					ENSG00000186439		ENSG00000118946			
ENSG00000196141	ENSG00000222033					ENSG00000186487		ENSG00000119138			
ENSG00000196345						ENSG00000186594		ENSG00000119509			
ENSG00000196482						ENSG00000186660		ENSG00000119547			
ENSG00000196605						ENSG00000186687		ENSG00000119614			
ENSG00000196763						ENSG00000186812		ENSG00000119640			
ENSG00000196767						ENSG00000186815		ENSG00000119655			
ENSG00000196966						ENSG00000186952		ENSG00000119685			
ENSG00000197016						ENSG00000187166		ENSG00000119698			
ENSG00000197136						ENSG00000187268		ENSG00000119699			
ENSG00000197142						ENSG00000187446		ENSG00000119711			
ENSG00000197369						ENSG00000187690		ENSG00000119715			
ENSG00000197818						ENSG00000187990		ENSG00000119718			
ENSG00000197928						ENSG00000188092		ENSG00000119723			
ENSG00000198001						ENSG00000188266		ENSG00000119820			
ENSG00000198157						ENSG00000188483		ENSG00000119906			
ENSG00000198160						ENSG00000188486		ENSG00000119915			
ENSG00000198198						ENSG00000188493		ENSG00000119927			
ENSG00000198258						ENSG00000188580		ENSG00000119950			
ENSG00000198315						ENSG00000188655		ENSG00000119977			
ENSG00000198373						ENSG00000188770		ENSG00000120053			
ENSG00000198393						ENSG00000188994		ENSG00000120149			
ENSG00000198518						ENSG00000189114		ENSG00000120158			
ENSG00000198522						ENSG00000189184		ENSG00000120370			
ENSG00000198680						ENSG00000196176		ENSG00000120437			
ENSG00000198814						ENSG00000196187		ENSG00000120616			
ENSG00000198841						ENSG00000196226		ENSG00000120658			
ENSG00000198855						ENSG00000196305		ENSG00000120659			
ENSG00000198876						ENSG00000196419		ENSG00000120705			
ENSG00000204227						ENSG00000196505		ENSG00000120733			
ENSG00000204237						ENSG00000196532		ENSG00000120832			
ENSG00000204315						ENSG00000196588		ENSG00000120899			
ENSG00000204576						ENSG00000196739		ENSG00000120992			
ENSG00000204590						ENSG00000196890		ENSG00000121031			
ENSG00000204619						ENSG00000196966		ENSG00000121064			
ENSG00000204628						ENSG00000197019		ENSG00000121104			
ENSG00000204978						ENSG00000197061		ENSG00000121152			
ENSG00000205111						ENSG00000197153		ENSG00000121289			
ENSG00000205250						ENSG00000197273		ENSG00000121671			
ENSG00000205609						ENSG00000197409		ENSG00000121680			
ENSG00000205629						ENSG00000197562		ENSG00000121691			
ENSG00000205740						ENSG00000197757		ENSG00000121753			
ENSG00000206058						ENSG00000197846		ENSG00000121766			
ENSG00000206535						ENSG00000198198		ENSG00000121769			
ENSG00000211455						ENSG00000198216		ENSG00000121774			
ENSG00000211460						ENSG00000198242		ENSG00000121940			
ENSG00000213341						ENSG00000198271		ENSG00000122043			
ENSG00000213676						ENSG00000198300		ENSG00000122122			
ENSG00000214021						ENSG00000198353		ENSG00000122299			
ENSG00000214078						ENSG00000198366		ENSG00000122390			
ENSG00000214098						ENSG00000198483		ENSG00000122417			
ENSG00000214143						ENSG00000198523		ENSG00000122512			
ENSG00000214198						ENSG00000198558		ENSG00000122591			
ENSG00000214753						ENSG00000198604		ENSG00000122705			
ENSG00000215251						ENSG00000198728		ENSG00000122859			
ENSG00000215305						ENSG00000198734		ENSG00000122870			
ENSG00000215845						ENSG00000198909		ENSG00000122966			
ENSG00000216490						ENSG00000198914		ENSG00000123064			
ENSG00000219545						ENSG00000203814		ENSG00000123104			
ENSG00000221844						ENSG00000203818		ENSG00000123130			
ENSG00000221850						ENSG00000204120		ENSG00000123159			
ENSG00000221944						ENSG00000204183		ENSG00000123353			
ENSG00000221990						ENSG00000204252		ENSG00000123360			
						ENSG00000204275		ENSG00000123473			
						ENSG00000204276		ENSG00000123505			
						ENSG00000204287		ENSG00000123560			
						ENSG00000204308		ENSG00000123569			
						ENSG00000204310		ENSG00000123933			
						ENSG00000204525		ENSG00000123975			
						ENSG00000204568		ENSG00000124003			
						ENSG00000204569		ENSG00000124172			
						ENSG00000205086		ENSG00000124177			
						ENSG00000205531		ENSG00000124193			
						ENSG00000205659		ENSG00000124207			
						ENSG00000205726		ENSG00000124208			
						ENSG00000205758		ENSG00000124275			
						ENSG00000206369		ENSG00000124279			
						ENSG00000212652		ENSG00000124356			
						ENSG00000213337		ENSG00000124564			
						ENSG00000213593		ENSG00000124574			
						ENSG00000213599		ENSG00000124575			
						ENSG00000213648		ENSG00000124596			
						ENSG00000213834		ENSG00000124615			
						ENSG00000213977		ENSG00000124635			
						ENSG00000214753		ENSG00000124693			
						ENSG00000214770		ENSG00000124766			
						ENSG00000215704		ENSG00000124795			
						ENSG00000217236		ENSG00000124802			
						ENSG00000221912		ENSG00000124915			
								ENSG00000124920			
								ENSG00000125107			
								ENSG00000125122			
								ENSG00000125207			
								ENSG00000125247			
								ENSG00000125249			
								ENSG00000125375			
								ENSG00000125398			
								ENSG00000125434			
								ENSG00000125454			
								ENSG00000125462			
								ENSG00000125492			
								ENSG00000125618			
								ENSG00000125630			
								ENSG00000125730			
								ENSG00000125733			
								ENSG00000125734			
								ENSG00000125740			
								ENSG00000125741			
								ENSG00000125743			
								ENSG00000125772			
								ENSG00000125812			
								ENSG00000125813			
								ENSG00000125844			
								ENSG00000125851			
								ENSG00000125864			
								ENSG00000125868			
								ENSG00000125898			
								ENSG00000125944			
								ENSG00000125945			
								ENSG00000125968			
								ENSG00000126091			
								ENSG00000126254			
								ENSG00000126391			
								ENSG00000126464			
								ENSG00000126524			
								ENSG00000126752			
								ENSG00000126767			
								ENSG00000126768			
								ENSG00000126778			
								ENSG00000126883			
								ENSG00000126945			
								ENSG00000127124			
								ENSG00000127191			
								ENSG00000127226			
								ENSG00000127311			
								ENSG00000127481			
								ENSG00000127483			
								ENSG00000127526			
								ENSG00000127663			
								ENSG00000127688			
								ENSG00000128191			
								ENSG00000128228			
								ENSG00000128272			
								ENSG00000128573			
								ENSG00000128626			
								ENSG00000128645			
								ENSG00000128652			
								ENSG00000128655			
								ENSG00000128731			
								ENSG00000128791			
								ENSG00000128815			
								ENSG00000128833			
								ENSG00000128891			
								ENSG00000128965			
								ENSG00000129128			
								ENSG00000129173			
								ENSG00000129195			
								ENSG00000129197			
								ENSG00000129245			
								ENSG00000129292			
								ENSG00000129355			
								ENSG00000129535			
								ENSG00000129562			
								ENSG00000129680			
								ENSG00000130023			
								ENSG00000130052			
								ENSG00000130159			
								ENSG00000130175			
								ENSG00000130204			
								ENSG00000130222			
								ENSG00000130224			
								ENSG00000130244			
								ENSG00000130299			
								ENSG00000130311			
								ENSG00000130347			
								ENSG00000130348			
								ENSG00000130382			
								ENSG00000130528			
								ENSG00000130584			
								ENSG00000130595			
								ENSG00000130653			
								ENSG00000130695			
								ENSG00000130699			
								ENSG00000130723			
								ENSG00000130748			
								ENSG00000130758			
								ENSG00000130766			
								ENSG00000130921			
								ENSG00000130940			
								ENSG00000131018			
								ENSG00000131044			
								ENSG00000131089			
								ENSG00000131100			
								ENSG00000131152			
								ENSG00000131459			
								ENSG00000131467			
								ENSG00000131470			
								ENSG00000131626			
								ENSG00000131697			
								ENSG00000131759			
								ENSG00000131771			
								ENSG00000131844			
								ENSG00000131849			
								ENSG00000131871			
								ENSG00000131914			
								ENSG00000131944			
								ENSG00000131979			
								ENSG00000132003			
								ENSG00000132005			
								ENSG00000132026			
								ENSG00000132130			
								ENSG00000132141			
								ENSG00000132142			
								ENSG00000132170			
								ENSG00000132199			
								ENSG00000132207			
								ENSG00000132259			
								ENSG00000132326			
								ENSG00000132437			
								ENSG00000132464			
								ENSG00000132471			
								ENSG00000132475			
								ENSG00000132485			
								ENSG00000132631			
								ENSG00000132646			
								ENSG00000132801			
								ENSG00000132824			
								ENSG00000132906			
								ENSG00000132911			
								ENSG00000132912			
								ENSG00000132950			
								ENSG00000132970			
								ENSG00000133026			
								ENSG00000133030			
								ENSG00000133065			
								ENSG00000133069			
								ENSG00000133101			
								ENSG00000133121			
								ENSG00000133124			
								ENSG00000133226			
								ENSG00000133247			
								ENSG00000133393			
								ENSG00000133422			
								ENSG00000133627			
								ENSG00000133640			
								ENSG00000133794			
								ENSG00000133816			
								ENSG00000133874			
								ENSG00000133935			
								ENSG00000133962			
								ENSG00000134056			
								ENSG00000134077			
								ENSG00000134186			
								ENSG00000134243			
								ENSG00000134253			
								ENSG00000134308			
								ENSG00000134317			
								ENSG00000134352			
								ENSG00000134375			
								ENSG00000134452			
								ENSG00000134461			
								ENSG00000134490			
								ENSG00000134594			
								ENSG00000134644			
								ENSG00000134686			
								ENSG00000134809			
								ENSG00000134815			
								ENSG00000134851			
								ENSG00000134982			
								ENSG00000135047			
								ENSG00000135069			
								ENSG00000135093			
								ENSG00000135119			
								ENSG00000135148			
								ENSG00000135297			
								ENSG00000135333			
								ENSG00000135336			
								ENSG00000135373			
								ENSG00000135413			
								ENSG00000135414			
								ENSG00000135423			
								ENSG00000135437			
								ENSG00000135451			
								ENSG00000135457			
								ENSG00000135486			
								ENSG00000135506			
								ENSG00000135517			
								ENSG00000135521			
								ENSG00000135547			
								ENSG00000135617			
								ENSG00000135622			
								ENSG00000135624			
								ENSG00000135636			
								ENSG00000135638			
								ENSG00000135677			
								ENSG00000135722			
								ENSG00000135736			
								ENSG00000135763			
								ENSG00000135775			
								ENSG00000135801			
								ENSG00000135821			
								ENSG00000135823			
								ENSG00000135903			
								ENSG00000135905			
								ENSG00000135916			
								ENSG00000135917			
								ENSG00000135925			
								ENSG00000135999			
								ENSG00000136108			
								ENSG00000136158			
								ENSG00000136213			
								ENSG00000136261			
								ENSG00000136267			
								ENSG00000136271			
								ENSG00000136447			
								ENSG00000136448			
								ENSG00000136485			
								ENSG00000136492			
								ENSG00000136504			
								ENSG00000136541			
								ENSG00000136630			
								ENSG00000136710			
								ENSG00000136715			
								ENSG00000136718			
								ENSG00000136819			
								ENSG00000136828			
								ENSG00000136854			
								ENSG00000136856			
								ENSG00000136870			
								ENSG00000136872			
								ENSG00000136878			
								ENSG00000136897			
								ENSG00000136943			
								ENSG00000137054			
								ENSG00000137076			
								ENSG00000137103			
								ENSG00000137133			
								ENSG00000137142			
								ENSG00000137161			
								ENSG00000137168			
								ENSG00000137259			
								ENSG00000137285			
								ENSG00000137310			
								ENSG00000137337			
								ENSG00000137413			
								ENSG00000137497			
								ENSG00000137509			
								ENSG00000137801			
								ENSG00000137807			
								ENSG00000137818			
								ENSG00000137831			
								ENSG00000137834			
								ENSG00000137860			
								ENSG00000137880			
								ENSG00000137941			
								ENSG00000137975			
								ENSG00000138032			
								ENSG00000138035			
								ENSG00000138101			
								ENSG00000138107			
								ENSG00000138162			
								ENSG00000138180			
								ENSG00000138182			
								ENSG00000138185			
								ENSG00000138207			
								ENSG00000138311			
								ENSG00000138395			
								ENSG00000138411			
								ENSG00000138640			
								ENSG00000138641			
								ENSG00000138674			
								ENSG00000138738			
								ENSG00000138755			
								ENSG00000138759			
								ENSG00000138764			
								ENSG00000138769			
								ENSG00000138771			
								ENSG00000138785			
								ENSG00000138796			
								ENSG00000138835			
								ENSG00000139083			
								ENSG00000139173			
								ENSG00000139182			
								ENSG00000139194			
								ENSG00000139211			
								ENSG00000139263			
								ENSG00000139269			
								ENSG00000139291			
								ENSG00000139318			
								ENSG00000139329			
								ENSG00000139351			
								ENSG00000139405			
								ENSG00000139428			
								ENSG00000139445			
								ENSG00000139508			
								ENSG00000139517			
								ENSG00000139546			
								ENSG00000139579			
								ENSG00000139597			
								ENSG00000139620			
								ENSG00000139625			
								ENSG00000139644			
								ENSG00000139725			
								ENSG00000139793			
								ENSG00000140105			
								ENSG00000140299			
								ENSG00000140320			
								ENSG00000140323			
								ENSG00000140332			
								ENSG00000140350			
								ENSG00000140382			
								ENSG00000140391			
								ENSG00000140396			
								ENSG00000140450			
								ENSG00000140471			
								ENSG00000140488			
								ENSG00000140519			
								ENSG00000140521			
								ENSG00000140534			
								ENSG00000140612			
								ENSG00000140682			
								ENSG00000140743			
								ENSG00000140839			
								ENSG00000140854			
								ENSG00000140937			
								ENSG00000140948			
								ENSG00000140955			
								ENSG00000140961			
								ENSG00000140988			
								ENSG00000141013			
								ENSG00000141034			
								ENSG00000141040			
								ENSG00000141052			
								ENSG00000141141			
								ENSG00000141325			
								ENSG00000141433			
								ENSG00000141504			
								ENSG00000141552			
								ENSG00000141562			
								ENSG00000141568			
								ENSG00000141570			
								ENSG00000141576			
								ENSG00000141622			
								ENSG00000141664			
								ENSG00000141720			
								ENSG00000141965			
								ENSG00000141985			
								ENSG00000142025			
								ENSG00000142046			
								ENSG00000142188			
								ENSG00000142528			
								ENSG00000142549			
								ENSG00000142552			
								ENSG00000142556			
								ENSG00000142599			
								ENSG00000142615			
								ENSG00000142619			
								ENSG00000142669			
								ENSG00000142687			
								ENSG00000142733			
								ENSG00000142784			
								ENSG00000142920			
								ENSG00000143032			
								ENSG00000143106			
								ENSG00000143127			
								ENSG00000143153			
								ENSG00000143162			
								ENSG00000143178			
								ENSG00000143194			
								ENSG00000143207			
								ENSG00000143258			
								ENSG00000143297			
								ENSG00000143333			
								ENSG00000143341			
								ENSG00000143365			
								ENSG00000143390			
								ENSG00000143420			
								ENSG00000143442			
								ENSG00000143457			
								ENSG00000143476			
								ENSG00000143493			
								ENSG00000143494			
								ENSG00000143502			
								ENSG00000143507			
								ENSG00000143620			
								ENSG00000143621			
								ENSG00000143641			
								ENSG00000143797			
								ENSG00000143811			
								ENSG00000143815			
								ENSG00000143878			
								ENSG00000143889			
								ENSG00000143933			
								ENSG00000143971			
								ENSG00000144040			
								ENSG00000144136			
								ENSG00000144218			
								ENSG00000144283			
								ENSG00000144339			
								ENSG00000144355			
								ENSG00000144407			
								ENSG00000144455			
								ENSG00000144485			
								ENSG00000144554			
								ENSG00000144824			
								ENSG00000144840			
								ENSG00000144868			
								ENSG00000144908			
								ENSG00000145088			
								ENSG00000145284			
								ENSG00000145287			
								ENSG00000145293			
								ENSG00000145335			
								ENSG00000145354			
								ENSG00000145451			
								ENSG00000145526			
								ENSG00000145569			
								ENSG00000145675			
								ENSG00000145743			
								ENSG00000145781			
								ENSG00000145819			
								ENSG00000145882			
								ENSG00000145912			
								ENSG00000146047			
								ENSG00000146215			
								ENSG00000146233			
								ENSG00000146278			
								ENSG00000146282			
								ENSG00000146410			
								ENSG00000146535			
								ENSG00000146731			
								ENSG00000146733			
								ENSG00000146963			
								ENSG00000147050			
								ENSG00000147119			
								ENSG00000147123			
								ENSG00000147130			
								ENSG00000147155			
								ENSG00000147180			
								ENSG00000147246			
								ENSG00000147257			
								ENSG00000147274			
								ENSG00000147364			
								ENSG00000147383			
								ENSG00000147400			
								ENSG00000147419			
								ENSG00000147548			
								ENSG00000147570			
								ENSG00000147576			
								ENSG00000147804			
								ENSG00000147852			
								ENSG00000147955			
								ENSG00000148082			
								ENSG00000148175			
								ENSG00000148308			
								ENSG00000148339			
								ENSG00000148343			
								ENSG00000148408			
								ENSG00000148700			
								ENSG00000148842			
								ENSG00000148948			
								ENSG00000148950			
								ENSG00000149050			
								ENSG00000149084			
								ENSG00000149182			
								ENSG00000149187			
								ENSG00000149212			
								ENSG00000149289			
								ENSG00000149294			
								ENSG00000149328			
								ENSG00000149357			
								ENSG00000149443			
								ENSG00000149452			
								ENSG00000149657			
								ENSG00000149679			
								ENSG00000149809			
								ENSG00000149948			
								ENSG00000150281			
								ENSG00000150433			
								ENSG00000150593			
								ENSG00000150636			
								ENSG00000150667			
								ENSG00000150672			
								ENSG00000150712			
								ENSG00000150764			
								ENSG00000150907			
								ENSG00000150938			
								ENSG00000151150			
								ENSG00000151164			
								ENSG00000151338			
								ENSG00000151414			
								ENSG00000151422			
								ENSG00000151502			
								ENSG00000151503			
								ENSG00000151514			
								ENSG00000151572			
								ENSG00000151576			
								ENSG00000151729			
								ENSG00000151790			
								ENSG00000151893			
								ENSG00000151962			
								ENSG00000152086			
								ENSG00000152422			
								ENSG00000152430			
								ENSG00000152467			
								ENSG00000152518			
								ENSG00000152527			
								ENSG00000152591			
								ENSG00000152592			
								ENSG00000152595			
								ENSG00000152611			
								ENSG00000152620			
								ENSG00000152670			
								ENSG00000152689			
								ENSG00000152782			
								ENSG00000152795			
								ENSG00000152944			
								ENSG00000152969			
								ENSG00000152977			
								ENSG00000153094			
								ENSG00000153162			
								ENSG00000153237			
								ENSG00000153291			
								ENSG00000153561			
								ENSG00000153767			
								ENSG00000153879			
								ENSG00000153902			
								ENSG00000153989			
								ENSG00000154040			
								ENSG00000154096			
								ENSG00000154162			
								ENSG00000154370			
								ENSG00000154473			
								ENSG00000154928			
								ENSG00000155016			
								ENSG00000155052			
								ENSG00000155090			
								ENSG00000155130			
								ENSG00000155189			
								ENSG00000155252			
								ENSG00000155287			
								ENSG00000155506			
								ENSG00000155621			
								ENSG00000155660			
								ENSG00000155749			
								ENSG00000155849			
								ENSG00000155959			
								ENSG00000156035			
								ENSG00000156050			
								ENSG00000156170			
								ENSG00000156206			
								ENSG00000156232			
								ENSG00000156256			
								ENSG00000156269			
								ENSG00000156282			
								ENSG00000156284			
								ENSG00000156299			
								ENSG00000156475			
								ENSG00000156515			
								ENSG00000156521			
								ENSG00000156531			
								ENSG00000156599			
								ENSG00000156603			
								ENSG00000156802			
								ENSG00000156853			
								ENSG00000156885			
								ENSG00000156925			
								ENSG00000156990			
								ENSG00000157193			
								ENSG00000157216			
								ENSG00000157322			
								ENSG00000157335			
								ENSG00000157404			
								ENSG00000157456			
								ENSG00000157483			
								ENSG00000157538			
								ENSG00000157554			
								ENSG00000157557			
								ENSG00000157637			
								ENSG00000157654			
								ENSG00000157827			
								ENSG00000157837			
								ENSG00000157851			
								ENSG00000158055			
								ENSG00000158077			
								ENSG00000158125			
								ENSG00000158164			
								ENSG00000158195			
								ENSG00000158246			
								ENSG00000158636			
								ENSG00000158715			
								ENSG00000158716			
								ENSG00000158813			
								ENSG00000158882			
								ENSG00000159023			
								ENSG00000159131			
								ENSG00000159140			
								ENSG00000159167			
								ENSG00000159184			
								ENSG00000159199			
								ENSG00000159208			
								ENSG00000159212			
								ENSG00000159216			
								ENSG00000159261			
								ENSG00000159289			
								ENSG00000159307			
								ENSG00000159388			
								ENSG00000159399			
								ENSG00000159423			
								ENSG00000159479			
								ENSG00000159527			
								ENSG00000159556			
								ENSG00000159579			
								ENSG00000159658			
								ENSG00000159733			
								ENSG00000160014			
								ENSG00000160094			
								ENSG00000160188			
								ENSG00000160190			
								ENSG00000160226			
								ENSG00000160285			
								ENSG00000160298			
								ENSG00000160299			
								ENSG00000160307			
								ENSG00000160392			
								ENSG00000160408			
								ENSG00000160446			
								ENSG00000160471			
								ENSG00000160570			
								ENSG00000160691			
								ENSG00000160741			
								ENSG00000160752			
								ENSG00000160783			
								ENSG00000160957			
								ENSG00000160959			
								ENSG00000161021			
								ENSG00000161091			
								ENSG00000161277			
								ENSG00000161513			
								ENSG00000161547			
								ENSG00000161558			
								ENSG00000161634			
								ENSG00000161642			
								ENSG00000161800			
								ENSG00000161847			
								ENSG00000161888			
								ENSG00000162032			
								ENSG00000162063			
								ENSG00000162073			
								ENSG00000162076			
								ENSG00000162222			
								ENSG00000162236			
								ENSG00000162298			
								ENSG00000162341			
								ENSG00000162374			
								ENSG00000162521			
								ENSG00000162522			
								ENSG00000162542			
								ENSG00000162594			
								ENSG00000162598			
								ENSG00000162607			
								ENSG00000162627			
								ENSG00000162641			
								ENSG00000162643			
								ENSG00000162687			
								ENSG00000162733			
								ENSG00000162769			
								ENSG00000162783			
								ENSG00000162851			
